timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1657374772975,5409,login,200,OK,Grupo de Usuários 1-10,text,true,,0,0,18,18,http://www.host.corp/auth,28,0,5
1657374777203,1761,balance,200,OK,Grupo de Usuários 1-8,text,true,,0,0,18,18,http://www.host.corp/balance,9,0,1
1657374774307,4801,login,200,OK,Grupo de Usuários 1-12,text,true,,0,0,19,19,http://www.host.corp/auth,35,0,5
1657374775207,4038,balance,200,OK,Grupo de Usuários 1-7,text,true,,0,0,19,19,http://www.host.corp/balance,13,0,3
1657374777709,1723,balance,200,OK,Grupo de Usuários 1-14,text,true,,0,0,19,19,http://www.host.corp/balance,31,0,3
1657374774010,5428,balance,200,OK,Grupo de Usuários 1-2,text,true,,0,0,19,19,http://www.host.corp/balance,44,0,2
1657374776308,3624,login,200,OK,Grupo de Usuários 1-15,text,true,,0,0,20,20,http://www.host.corp/auth,36,0,1
1657374776973,3292,balance,200,OK,Grupo de Usuários 1-6,text,true,,0,0,20,20,http://www.host.corp/balance,21,0,2
1657374778384,1931,balance,200,OK,Grupo de Usuários 1-10,text,true,,0,0,21,21,http://www.host.corp/balance,47,0,1
1657374778076,2314,login,200,OK,Grupo de Usuários 1-5,text,true,,0,0,21,21,http://www.host.corp/auth,17,0,5
1657374777643,3091,login,200,OK,Grupo de Usuários 1-17,text,true,,0,0,21,21,http://www.host.corp/auth,9,0,5
1657374775389,5395,balance,200,OK,Grupo de Usuários 1-1,text,true,,0,0,21,21,http://www.host.corp/balance,12,0,4
1657374776012,5000,balance,200,OK,Grupo de Usuários 1-9,text,true,,0,0,22,22,http://www.host.corp/balance,35,0,5
1657374776383,4985,balance,200,OK,Grupo de Usuários 1-13,text,true,,0,0,22,22,http://www.host.corp/balance,46,0,2
1657374780310,1113,login,200,OK,Grupo de Usuários 1-21,text,true,,0,0,22,22,http://www.host.corp/auth,45,0,5
1657374779642,1841,login,200,OK,Grupo de Usuários 1-20,text,true,,0,0,22,22,http://www.host.corp/auth,1,0,2
1657374779246,2513,login,200,OK,Grupo de Usuários 1-7,text,true,,0,0,23,23,http://www.host.corp/auth,31,0,1
1657374775505,6737,login,200,OK,Grupo de Usuários 1-3,text,true,,0,0,23,23,http://www.host.corp/auth,37,0,1
1657374780315,1946,login,200,OK,Grupo de Usuários 1-10,text,true,,0,0,23,23,http://www.host.corp/auth,21,0,2
1657374779438,2881,login,200,OK,Grupo de Usuários 1-2,text,true,,0,0,24,24,http://www.host.corp/auth,41,0,1
1657374776421,5968,balance,200,OK,Grupo de Usuários 1-4,text,true,,0,0,24,24,http://www.host.corp/balance,5,0,5
1657374781423,1286,balance,200,OK,Grupo de Usuários 1-21,text,true,,0,0,24,24,http://www.host.corp/balance,45,0,5
1657374781644,1367,login,200,OK,Grupo de Usuários 1-23,text,true,,0,0,25,25,http://www.host.corp/auth,29,0,5
1657374780784,2511,login,200,OK,Grupo de Usuários 1-1,text,true,,0,0,25,25,http://www.host.corp/auth,16,0,4
1657374782320,1322,balance,200,OK,Grupo de Usuários 1-2,text,true,,0,0,25,25,http://www.host.corp/balance,30,0,1
1657374778309,5521,login,200,OK,Grupo de Usuários 1-18,text,true,,0,0,26,26,http://www.host.corp/auth,34,0,4
1657374782312,1536,login,200,OK,Grupo de Usuários 1-24,text,true,,0,0,26,26,http://www.host.corp/auth,1,0,4
1657374783012,977,balance,200,OK,Grupo de Usuários 1-23,text,true,,0,0,26,26,http://www.host.corp/balance,12,0,1
1657374781012,2978,login,200,OK,Grupo de Usuários 1-9,text,true,,0,0,26,26,http://www.host.corp/auth,32,0,1
1657374782710,1339,login,200,OK,Grupo de Usuários 1-21,text,true,,0,0,26,26,http://www.host.corp/auth,27,0,5
1657374776975,7212,login,200,OK,Grupo de Usuários 1-16,text,true,,0,0,26,26,http://www.host.corp/auth,39,0,5
1657374779108,5310,balance,200,OK,Grupo de Usuários 1-12,text,true,,0,0,27,27,http://www.host.corp/balance,2,0,3
1657374778976,5472,login,200,OK,Grupo de Usuários 1-19,text,true,,0,0,27,27,http://www.host.corp/auth,21,0,3
1657374782243,2220,balance,200,OK,Grupo de Usuários 1-3,text,true,,0,0,27,27,http://www.host.corp/balance,18,0,1
1657374779432,5131,login,200,OK,Grupo de Usuários 1-14,text,true,,0,0,27,27,http://www.host.corp/auth,40,0,5
1657374776976,7593,login,200,OK,Grupo de Usuários 1-11,text,true,,0,0,27,27,http://www.host.corp/auth,49,0,5
1657374780390,4628,balance,200,OK,Grupo de Usuários 1-5,text,true,,0,0,28,28,http://www.host.corp/balance,47,0,3
1657374781369,3748,login,200,OK,Grupo de Usuários 1-13,text,true,,0,0,28,28,http://www.host.corp/auth,4,0,1
1657374783992,1335,balance,200,OK,Grupo de Usuários 1-9,text,true,,0,0,28,28,http://www.host.corp/balance,24,0,3
1657374783648,1788,login,200,OK,Grupo de Usuários 1-26,text,true,,0,0,28,28,http://www.host.corp/auth,39,0,1
1657374780977,4652,login,200,OK,Grupo de Usuários 1-22,text,true,,0,0,28,28,http://www.host.corp/auth,22,0,3
1657374779932,5926,balance,200,OK,Grupo de Usuários 1-15,text,true,,0,0,29,29,http://www.host.corp/balance,46,0,1
1657374782263,3609,balance,200,OK,Grupo de Usuários 1-10,text,true,,0,0,29,29,http://www.host.corp/balance,14,0,5
1657374781759,4116,balance,200,OK,Grupo de Usuários 1-7,text,true,,0,0,29,29,http://www.host.corp/balance,38,0,4
1657374784419,1701,login,200,OK,Grupo de Usuários 1-12,text,true,,0,0,29,29,http://www.host.corp/auth,49,0,4
1657374784564,1793,balance,200,OK,Grupo de Usuários 1-14,text,true,,0,0,30,30,http://www.host.corp/balance,25,0,3
1657374784570,1791,balance,200,OK,Grupo de Usuários 1-11,text,true,,0,0,30,30,http://www.host.corp/balance,47,0,5
1657374778964,7585,login,200,OK,Grupo de Usuários 1-8,text,true,,0,0,30,30,http://www.host.corp/auth,43,0,2
1657374780734,5843,balance,200,OK,Grupo de Usuários 1-17,text,true,,0,0,30,30,http://www.host.corp/balance,43,0,2
1657374783296,3390,balance,200,OK,Grupo de Usuários 1-1,text,true,,0,0,30,30,http://www.host.corp/balance,3,0,2
1657374785876,1054,login,200,OK,Grupo de Usuários 1-7,text,true,,0,0,30,30,http://www.host.corp/auth,28,0,4
1657374781484,5634,balance,200,OK,Grupo de Usuários 1-20,text,true,,0,0,31,31,http://www.host.corp/balance,2,0,1
1657374780265,7095,login,200,OK,Grupo de Usuários 1-6,text,true,,0,0,31,31,http://www.host.corp/auth,42,0,5
1657374782979,4526,login,200,OK,Grupo de Usuários 1-25,text,true,,0,0,31,31,http://www.host.corp/auth,3,0,2
1657374782390,5174,login,200,OK,Grupo de Usuários 1-4,text,true,,0,0,31,31,http://www.host.corp/auth,7,0,3
1657374783643,3977,login,200,OK,Grupo de Usuários 1-2,text,true,,0,0,31,31,http://www.host.corp/auth,22,0,1
1657374785859,1869,login,200,OK,Grupo de Usuários 1-15,text,true,,0,0,32,32,http://www.host.corp/auth,15,0,3
1657374784188,3907,balance,200,OK,Grupo de Usuários 1-16,text,true,,0,0,32,32,http://www.host.corp/balance,12,0,3
1657374784449,3690,balance,200,OK,Grupo de Usuários 1-19,text,true,,0,0,32,32,http://www.host.corp/balance,32,0,4
1657374785020,3452,login,200,OK,Grupo de Usuários 1-5,text,true,,0,0,33,33,http://www.host.corp/auth,44,0,1
1657374787648,865,login,200,OK,Grupo de Usuários 1-32,text,true,,0,0,33,33,http://www.host.corp/auth,39,0,5
1657374787362,1176,balance,200,OK,Grupo de Usuários 1-6,text,true,,0,0,33,33,http://www.host.corp/balance,28,0,1
1657374783831,4720,balance,200,OK,Grupo de Usuários 1-18,text,true,,0,0,33,33,http://www.host.corp/balance,11,0,4
1657374784050,4507,balance,200,OK,Grupo de Usuários 1-21,text,true,,0,0,33,33,http://www.host.corp/balance,37,0,3
1657374783990,4607,login,200,OK,Grupo de Usuários 1-23,text,true,,0,0,33,33,http://www.host.corp/auth,21,0,1
1657374788095,709,login,200,OK,Grupo de Usuários 1-16,text,true,,0,0,33,33,http://www.host.corp/auth,34,0,3
1657374786686,2250,login,200,OK,Grupo de Usuários 1-1,text,true,,0,0,33,33,http://www.host.corp/auth,25,0,2
1657374783848,5252,balance,200,OK,Grupo de Usuários 1-24,text,true,,0,0,34,34,http://www.host.corp/balance,44,0,2
1657374785436,3759,balance,200,OK,Grupo de Usuários 1-26,text,true,,0,0,34,34,http://www.host.corp/balance,15,0,4
1657374788472,794,balance,200,OK,Grupo de Usuários 1-5,text,true,,0,0,34,34,http://www.host.corp/balance,40,0,4
1657374785630,3703,balance,200,OK,Grupo de Usuários 1-22,text,true,,0,0,34,34,http://www.host.corp/balance,17,0,1
1657374787505,1965,balance,200,OK,Grupo de Usuários 1-25,text,true,,0,0,34,34,http://www.host.corp/balance,49,0,4
1657374787564,1959,balance,200,OK,Grupo de Usuários 1-4,text,true,,0,0,34,34,http://www.host.corp/balance,42,0,1
1657374785327,4467,login,200,OK,Grupo de Usuários 1-9,text,true,,0,0,35,35,http://www.host.corp/auth,21,0,1
1657374785118,4762,balance,200,OK,Grupo de Usuários 1-13,text,true,,0,0,35,35,http://www.host.corp/balance,34,0,2
1657374786579,3318,login,200,OK,Grupo de Usuários 1-17,text,true,,0,0,35,35,http://www.host.corp/auth,23,0,3
1657374788804,1129,balance,200,OK,Grupo de Usuários 1-16,text,true,,0,0,35,35,http://www.host.corp/balance,33,0,5
1657374785647,4537,login,200,OK,Grupo de Usuários 1-29,text,true,,0,0,35,35,http://www.host.corp/auth,39,0,5
1657374786980,3375,login,200,OK,Grupo de Usuários 1-31,text,true,,0,0,36,36,http://www.host.corp/auth,12,0,2
1657374786930,3434,balance,200,OK,Grupo de Usuários 1-7,text,true,,0,0,36,36,http://www.host.corp/balance,30,0,3
1657374786121,4432,balance,200,OK,Grupo de Usuários 1-12,text,true,,0,0,36,36,http://www.host.corp/balance,23,0,2
1657374788936,1807,balance,200,OK,Grupo de Usuários 1-1,text,true,,0,0,36,36,http://www.host.corp/balance,35,0,3
1657374784313,6661,login,200,OK,Grupo de Usuários 1-27,text,true,,0,0,36,36,http://www.host.corp/auth,39,0,4
1657374784463,6523,login,200,OK,Grupo de Usuários 1-3,text,true,,0,0,37,37,http://www.host.corp/auth,38,0,5
1657374788538,2472,login,200,OK,Grupo de Usuários 1-6,text,true,,0,0,37,37,http://www.host.corp/auth,31,0,4
1657374789880,1309,login,200,OK,Grupo de Usuários 1-13,text,true,,0,0,37,37,http://www.host.corp/auth,2,0,1
1657374789523,1762,login,200,OK,Grupo de Usuários 1-4,text,true,,0,0,37,37,http://www.host.corp/auth,48,0,5
1657374789794,1539,balance,200,OK,Grupo de Usuários 1-9,text,true,,0,0,37,37,http://www.host.corp/balance,27,0,4
1657374786361,5053,login,200,OK,Grupo de Usuários 1-11,text,true,,0,0,37,37,http://www.host.corp/auth,3,0,3
1657374785872,5588,login,200,OK,Grupo de Usuários 1-10,text,true,,0,0,37,37,http://www.host.corp/auth,33,0,1
1657374786551,4996,balance,200,OK,Grupo de Usuários 1-8,text,true,,0,0,37,37,http://www.host.corp/balance,24,0,1
1657374789650,1966,login,200,OK,Grupo de Usuários 1-35,text,true,,0,0,37,37,http://www.host.corp/auth,26,0,4
1657374787620,4056,balance,200,OK,Grupo de Usuários 1-2,text,true,,0,0,38,38,http://www.host.corp/balance,4,0,4
1657374790986,790,balance,200,OK,Grupo de Usuários 1-3,text,true,,0,0,38,38,http://www.host.corp/balance,2,0,2
1657374788513,3314,balance,200,OK,Grupo de Usuários 1-32,text,true,,0,0,38,38,http://www.host.corp/balance,46,0,1
1657374784979,7170,login,200,OK,Grupo de Usuários 1-28,text,true,,0,0,38,38,http://www.host.corp/auth,42,0,5
1657374787728,4460,balance,200,OK,Grupo de Usuários 1-15,text,true,,0,0,38,38,http://www.host.corp/balance,33,0,5
1657374791649,579,login,200,OK,Grupo de Usuários 1-38,text,true,,0,0,38,38,http://www.host.corp/auth,12,0,5
1657374787120,5257,login,200,OK,Grupo de Usuários 1-20,text,true,,0,0,39,39,http://www.host.corp/auth,23,0,3
1657374790184,2514,balance,200,OK,Grupo de Usuários 1-29,text,true,,0,0,39,39,http://www.host.corp/balance,21,0,2
1657374790355,2559,balance,200,OK,Grupo de Usuários 1-31,text,true,,0,0,39,39,http://www.host.corp/balance,48,0,1
1657374791676,1317,login,200,OK,Grupo de Usuários 1-2,text,true,,0,0,40,40,http://www.host.corp/auth,45,0,5
1657374786361,6697,login,200,OK,Grupo de Usuários 1-14,text,true,,0,0,40,40,http://www.host.corp/auth,13,0,4
1657374788314,4945,login,200,OK,Grupo de Usuários 1-33,text,true,,0,0,40,40,http://www.host.corp/auth,31,0,1
1657374788981,4379,login,200,OK,Grupo de Usuários 1-34,text,true,,0,0,40,40,http://www.host.corp/auth,1,0,5
1657374789100,4342,login,200,OK,Grupo de Usuários 1-24,text,true,,0,0,40,40,http://www.host.corp/auth,30,0,5
1657374791616,1840,balance,200,OK,Grupo de Usuários 1-35,text,true,,0,0,40,40,http://www.host.corp/balance,7,0,3
1657374786313,7167,login,200,OK,Grupo de Usuários 1-30,text,true,,0,0,40,40,http://www.host.corp/auth,31,0,2
1657374791414,2089,balance,200,OK,Grupo de Usuários 1-11,text,true,,0,0,40,40,http://www.host.corp/balance,6,0,1
1657374790365,3295,login,200,OK,Grupo de Usuários 1-7,text,true,,0,0,41,41,http://www.host.corp/auth,40,0,4
1657374791460,2492,balance,200,OK,Grupo de Usuários 1-10,text,true,,0,0,41,41,http://www.host.corp/balance,23,0,5
1657374791189,2785,balance,200,OK,Grupo de Usuários 1-13,text,true,,0,0,41,41,http://www.host.corp/balance,38,0,2
1657374788557,5592,login,200,OK,Grupo de Usuários 1-21,text,true,,0,0,41,41,http://www.host.corp/auth,31,0,5
1657374788597,5608,balance,200,OK,Grupo de Usuários 1-23,text,true,,0,0,41,41,http://www.host.corp/balance,40,0,2
1657374789195,5110,login,200,OK,Grupo de Usuários 1-26,text,true,,0,0,41,41,http://www.host.corp/auth,6,0,4
1657374789266,5171,login,200,OK,Grupo de Usuários 1-5,text,true,,0,0,42,42,http://www.host.corp/auth,32,0,5
1657374792148,2293,balance,200,OK,Grupo de Usuários 1-28,text,true,,0,0,42,42,http://www.host.corp/balance,37,0,1
1657374791010,3642,balance,200,OK,Grupo de Usuários 1-6,text,true,,0,0,42,42,http://www.host.corp/balance,47,0,1
1657374793359,1341,balance,200,OK,Grupo de Usuários 1-34,text,true,,0,0,42,42,http://www.host.corp/balance,23,0,1
1657374789470,5309,login,200,OK,Grupo de Usuários 1-25,text,true,,0,0,42,42,http://www.host.corp/auth,7,0,3
1657374789333,5562,login,200,OK,Grupo de Usuários 1-22,text,true,,0,0,42,42,http://www.host.corp/auth,40,0,1
1657374790974,4023,balance,200,OK,Grupo de Usuários 1-27,text,true,,0,0,43,43,http://www.host.corp/balance,16,0,4
1657374790553,4530,login,200,OK,Grupo de Usuários 1-12,text,true,,0,0,43,43,http://www.host.corp/auth,22,0,4
1657374788551,6594,login,200,OK,Grupo de Usuários 1-18,text,true,,0,0,43,43,http://www.host.corp/auth,36,0,4
1657374793441,1710,balance,200,OK,Grupo de Usuários 1-24,text,true,,0,0,43,43,http://www.host.corp/balance,32,0,2
1657374792376,2900,balance,200,OK,Grupo de Usuários 1-20,text,true,,0,0,43,43,http://www.host.corp/balance,32,0,1
1657374789934,5367,login,200,OK,Grupo de Usuários 1-16,text,true,,0,0,43,43,http://www.host.corp/auth,28,0,3
1657374789897,5490,balance,200,OK,Grupo de Usuários 1-17,text,true,,0,0,43,43,http://www.host.corp/balance,43,0,2
1657374794997,520,login,200,OK,Grupo de Usuários 1-27,text,true,,0,0,43,43,http://www.host.corp/auth,36,0,1
1657374791827,3878,login,200,OK,Grupo de Usuários 1-32,text,true,,0,0,44,44,http://www.host.corp/auth,34,0,3
1657374794701,1127,login,200,OK,Grupo de Usuários 1-34,text,true,,0,0,44,44,http://www.host.corp/auth,9,0,1
1657374794651,1431,login,200,OK,Grupo de Usuários 1-6,text,true,,0,0,44,44,http://www.host.corp/auth,49,0,5
1657374788140,7998,login,200,OK,Grupo de Usuários 1-19,text,true,,0,0,44,44,http://www.host.corp/auth,13,0,3
1657374794318,2054,login,200,OK,Grupo de Usuários 1-42,text,true,,0,0,45,45,http://www.host.corp/auth,39,0,2
1657374793660,2794,balance,200,OK,Grupo de Usuários 1-7,text,true,,0,0,45,45,http://www.host.corp/balance,2,0,3
1657374793502,3052,login,200,OK,Grupo de Usuários 1-11,text,true,,0,0,45,45,http://www.host.corp/auth,35,0,2
1657374792697,3866,login,200,OK,Grupo de Usuários 1-29,text,true,,0,0,45,45,http://www.host.corp/auth,47,0,5
1657374794779,1837,balance,200,OK,Grupo de Usuários 1-25,text,true,,0,0,45,45,http://www.host.corp/balance,1,0,2
1657374795144,1544,balance,200,OK,Grupo de Usuários 1-18,text,true,,0,0,45,45,http://www.host.corp/balance,23,0,2
1657374793479,3226,balance,200,OK,Grupo de Usuários 1-30,text,true,,0,0,45,45,http://www.host.corp/balance,2,0,1
1657374791286,5447,balance,200,OK,Grupo de Usuários 1-4,text,true,,0,0,45,45,http://www.host.corp/balance,23,0,4
1657374794441,2376,login,200,OK,Grupo de Usuários 1-28,text,true,,0,0,45,45,http://www.host.corp/auth,26,0,3
1657374792227,4639,balance,200,OK,Grupo de Usuários 1-38,text,true,,0,0,45,45,http://www.host.corp/balance,8,0,3
1657374793057,3895,balance,200,OK,Grupo de Usuários 1-14,text,true,,0,0,45,45,http://www.host.corp/balance,19,0,1
1657374793259,3716,balance,200,OK,Grupo de Usuários 1-33,text,true,,0,0,45,45,http://www.host.corp/balance,3,0,5
1657374796082,990,balance,200,OK,Grupo de Usuários 1-6,text,true,,0,0,46,46,http://www.host.corp/balance,49,0,1
1657374792187,4928,login,200,OK,Grupo de Usuários 1-15,text,true,,0,0,46,46,http://www.host.corp/auth,12,0,3
1657374795828,1512,balance,200,OK,Grupo de Usuários 1-34,text,true,,0,0,46,46,http://www.host.corp/balance,35,0,1
1657374794148,3251,balance,200,OK,Grupo de Usuários 1-21,text,true,,0,0,46,46,http://www.host.corp/balance,28,0,4
1657374790317,7171,login,200,OK,Grupo de Usuários 1-36,text,true,,0,0,46,46,http://www.host.corp/auth,41,0,2
1657374790744,6808,login,200,OK,Grupo de Usuários 1-1,text,true,,0,0,46,46,http://www.host.corp/auth,24,0,3
1657374791547,6135,login,200,OK,Grupo de Usuários 1-8,text,true,,0,0,47,47,http://www.host.corp/auth,41,0,3
1657374796732,1066,login,200,OK,Grupo de Usuários 1-4,text,true,,0,0,47,47,http://www.host.corp/auth,13,0,1
1657374792914,4895,login,200,OK,Grupo de Usuários 1-31,text,true,,0,0,47,47,http://www.host.corp/auth,23,0,4
1657374793455,4406,login,200,OK,Grupo de Usuários 1-35,text,true,,0,0,47,47,http://www.host.corp/auth,50,0,5
1657374796688,1222,login,200,OK,Grupo de Usuários 1-18,text,true,,0,0,47,47,http://www.host.corp/auth,43,0,5
1657374796454,1478,login,200,OK,Grupo de Usuários 1-7,text,true,,0,0,47,47,http://www.host.corp/auth,44,0,5
1657374794984,2996,login,200,OK,Grupo de Usuários 1-43,text,true,,0,0,47,47,http://www.host.corp/auth,40,0,5
1657374795705,2292,balance,200,OK,Grupo de Usuários 1-32,text,true,,0,0,47,47,http://www.host.corp/balance,17,0,2
1657374793973,4025,login,200,OK,Grupo de Usuários 1-13,text,true,,0,0,47,47,http://www.host.corp/auth,11,0,4
1657374791333,6764,login,200,OK,Grupo de Usuários 1-9,text,true,,0,0,47,47,http://www.host.corp/auth,12,0,5
1657374793649,4595,login,200,OK,Grupo de Usuários 1-41,text,true,,0,0,47,47,http://www.host.corp/auth,36,0,4
1657374795277,2970,login,200,OK,Grupo de Usuários 1-20,text,true,,0,0,47,47,http://www.host.corp/auth,42,0,2
1657374793951,4300,login,200,OK,Grupo de Usuários 1-10,text,true,,0,0,47,47,http://www.host.corp/auth,5,0,3
1657374791776,6494,login,200,OK,Grupo de Usuários 1-3,text,true,,0,0,47,47,http://www.host.corp/auth,29,0,4
1657374797072,1236,login,200,OK,Grupo de Usuários 1-6,text,true,,0,0,47,47,http://www.host.corp/auth,44,0,5
1657374790983,7419,login,200,OK,Grupo de Usuários 1-37,text,true,,0,0,48,48,http://www.host.corp/auth,48,0,3
1657374795517,2887,balance,200,OK,Grupo de Usuários 1-27,text,true,,0,0,48,48,http://www.host.corp/balance,41,0,3
1657374792992,5447,balance,200,OK,Grupo de Usuários 1-2,text,true,,0,0,48,48,http://www.host.corp/balance,43,0,3
1657374796318,2316,login,200,OK,Grupo de Usuários 1-45,text,true,,0,0,48,48,http://www.host.corp/auth,4,0,5
1657374792316,6428,login,200,OK,Grupo de Usuários 1-39,text,true,,0,0,48,48,http://www.host.corp/auth,4,0,4
1657374796372,2437,balance,200,OK,Grupo de Usuários 1-42,text,true,,0,0,48,48,http://www.host.corp/balance,13,0,5
1657374794436,4392,balance,200,OK,Grupo de Usuários 1-5,text,true,,0,0,48,48,http://www.host.corp/balance,6,0,5
1657374797682,1267,balance,200,OK,Grupo de Usuários 1-8,text,true,,0,0,48,48,http://www.host.corp/balance,32,0,2
1657374794304,4750,balance,200,OK,Grupo de Usuários 1-26,text,true,,0,0,49,49,http://www.host.corp/balance,29,0,1
1657374792983,6161,login,200,OK,Grupo de Usuários 1-40,text,true,,0,0,49,49,http://www.host.corp/auth,25,0,5
1657374797487,1735,balance,200,OK,Grupo de Usuários 1-36,text,true,,0,0,49,49,http://www.host.corp/balance,34,0,3
1657374797999,1236,balance,200,OK,Grupo de Usuários 1-13,text,true,,0,0,49,49,http://www.host.corp/balance,18,0,1
1657374795300,3942,balance,200,OK,Grupo de Usuários 1-16,text,true,,0,0,49,49,http://www.host.corp/balance,43,0,1
1657374798308,1122,balance,200,OK,Grupo de Usuários 1-6,text,true,,0,0,49,49,http://www.host.corp/balance,4,0,5
1657374795151,4356,login,200,OK,Grupo de Usuários 1-24,text,true,,0,0,49,49,http://www.host.corp/auth,49,0,2
1657374797798,1720,balance,200,OK,Grupo de Usuários 1-4,text,true,,0,0,49,49,http://www.host.corp/balance,41,0,3
1657374795650,4036,login,200,OK,Grupo de Usuários 1-44,text,true,,0,0,50,50,http://www.host.corp/auth,24,0,2
1657374797910,1813,balance,200,OK,Grupo de Usuários 1-18,text,true,,0,0,50,50,http://www.host.corp/balance,1,0,2
1657374796554,3176,balance,200,OK,Grupo de Usuários 1-11,text,true,,0,0,50,50,http://www.host.corp/balance,23,0,5
1657374797932,1820,balance,200,OK,Grupo de Usuários 1-7,text,true,,0,0,50,50,http://www.host.corp/balance,29,0,4
1657374796616,3284,login,200,OK,Grupo de Usuários 1-25,text,true,,0,0,50,50,http://www.host.corp/auth,41,0,1
1657374796563,3444,balance,200,OK,Grupo de Usuários 1-29,text,true,,0,0,50,50,http://www.host.corp/balance,34,0,3
1657374798244,1848,balance,200,OK,Grupo de Usuários 1-41,text,true,,0,0,50,50,http://www.host.corp/balance,40,0,3
1657374794894,5224,balance,200,OK,Grupo de Usuários 1-22,text,true,,0,0,50,50,http://www.host.corp/balance,12,0,2
1657374798252,1924,balance,200,OK,Grupo de Usuários 1-10,text,true,,0,0,50,50,http://www.host.corp/balance,42,0,1
1657374797340,2955,login,200,OK,Grupo de Usuários 1-34,text,true,,0,0,50,50,http://www.host.corp/auth,38,0,1
1657374796137,4393,balance,200,OK,Grupo de Usuários 1-19,text,true,,0,0,51,51,http://www.host.corp/balance,31,0,5
1657374798401,2532,balance,200,OK,Grupo de Usuários 1-37,text,true,,0,0,51,51,http://www.host.corp/balance,33,0,2
1657374798439,2587,login,200,OK,Grupo de Usuários 1-2,text,true,,0,0,52,52,http://www.host.corp/auth,25,0,3
1657374797980,3077,balance,200,OK,Grupo de Usuários 1-43,text,true,,0,0,52,52,http://www.host.corp/balance,33,0,4
1657374795082,5981,balance,200,OK,Grupo de Usuários 1-12,text,true,,0,0,52,52,http://www.host.corp/balance,20,0,1
1657374799508,1728,balance,200,OK,Grupo de Usuários 1-24,text,true,,0,0,52,52,http://www.host.corp/balance,38,0,4
1657374798096,3352,balance,200,OK,Grupo de Usuários 1-9,text,true,,0,0,52,52,http://www.host.corp/balance,29,0,3
1657374797399,4083,login,200,OK,Grupo de Usuários 1-21,text,true,,0,0,52,52,http://www.host.corp/auth,13,0,1
1657374797552,4081,balance,200,OK,Grupo de Usuários 1-1,text,true,,0,0,52,52,http://www.host.corp/balance,18,0,3
1657374798634,3026,balance,200,OK,Grupo de Usuários 1-45,text,true,,0,0,53,53,http://www.host.corp/balance,42,0,5
1657374794204,7758,login,200,OK,Grupo de Usuários 1-23,text,true,,0,0,53,53,http://www.host.corp/auth,13,0,1
1657374797116,4868,balance,200,OK,Grupo de Usuários 1-15,text,true,,0,0,53,53,http://www.host.corp/balance,4,0,2
1657374796952,5122,login,200,OK,Grupo de Usuários 1-14,text,true,,0,0,53,53,http://www.host.corp/auth,36,0,5
1657374796866,5267,login,200,OK,Grupo de Usuários 1-38,text,true,,0,0,53,53,http://www.host.corp/auth,8,0,3
